id,season,line-text,speaker
20340,4,i don't like lump i'm really upset about this,Michael
20342,4,fine i love you,Michael
20345,4,not a woman just a cool great looking best friend,Michael
20348,4,alright alright this is the way i see it yes i had sex with jan and yes i did consider jan to be my girlfriend however jan clearly didn't consider me to be her boyfriend so her actions are completely rightful,Michael
20350,4,thank you very much you didn't have to say that,Michael
20352,4,that was before our relationship she was going through a divorce and she was drinking a lot of water,Michael
20354,4,march 17th,Michael
20356,4,yes,Michael
20358,4,'i am out of carrots i am out of sticks mr scott has time and again proven himself to be an unmanageable employee and a poor branch manager i recommend he be removed from that position and re-assigned to sales where he belongs',Michael
20362,4,how's it going,Pam
20363,4,well he has gone from completely hopeless to simply miserable,Dwight
20364,4,check this out though spin serve well it works like 80% of the time so,Jim
20365,4,nice so should i reschedule the rematch with darryl now,Pam
20366,4,i think i'm ready,Jim
20367,4,i'll make the call,Pam
20368,4,wait a minute darryl is the client no no no he works here dumbass,Dwight
20369,4,right spin-serve,Jim
20370,4,how can you do that to me,Michael
20374,4,dunder mifflin has always treated me with the utmost respect with loyalty they were going to give me your job and i should have taken it,Michael
20377,4,see i was his number 1 contender i was being groomed,Michael
20381,4,absolutely not,Michael
20382,4,yes way to go see that,Pam
20386,4,you know what i'm sick of this let's go you and me,Pam
20388,4,let's go pick up a paddle,Pam
20390,4,i am,Pam
20392,4,in my sleep,Pam
20394,4,o p,Pam
20396,4,do you want to go play on the table upstairs,Jim
20399,4,oh hey no biggie just,Michael
20401,4,hey david,Michael
20403,4,i think you're a nice guy too,Michael
20405,4,why did i do it i don't know jan said that it was because of the photo that she revealed the diary but she already brought the diary with her to new york so you expect to get screwed by your company but you never expect to get screwed by your girlfriend,Michael
20406,4,what do you want to do for dinner,Michael
20408,4,sure trying to save some money get something cheap,Michael
20410,4,do you fast food,Michael
20412,4,so where did you learn how to play,Jim
20414,4,my friend's basement all right ready to start,Jim
20416,4,what are you doing,Jim
20418,4,i totally see that,Oscar
20419,4,right there first,Jim
20420,4,yeah yeah,Oscar
20421,4,i think that's the question that you had,Jim
20422,4,what are you doing,Pam
20423,4,it's a problem with the client i think jim,Oscar
20424,4,blah blah blah blah blah jim come on we gotta get in there and practice okay i'm not kidding,Pam
20425,4,wow,Jim
20426,4,now get good work done concentrate,Pam
20427,4,all right,Jim
20428,4,on your backhand,Pam
20434,4,what are you guys doing,Jim
20436,4,oh yeah how long's this meeting going to last,Jim
20437,4,i have next meeting,Angela
20438,4,i played a lot of pong growing up i spent a lot of time on cruise ships i'm also a monster snorkler,Andy
20439,4,okay you know what this table's not regulation,Andy
20440,4,good eye - it's an oval you're measuring the table,Jim
20441,4,do you know anything about physics,Andy
20442,4,do you,Jim
20443,4,just serve let's go dammit these balls are weighted weird aren't they,Andy
20444,4,yup,Jim
20445,4,yeah get another one,Andy
20446,4,now wait a minute you're not gonna punch a wall or me or anything like that if you don't win the point are you,Jim
20447,4,i don't know no okay just serve,Andy
20448,4,i have some uh experience i um once had to testify in a traffic accident case,Michael
20450,4,yes my testimony was actually very important um because the accident was my fault tell meredith i said it another time,Michael
20452,4,before we continue i would like to make an opening statement,Michael
20454,4,ladies and gentlemen of the table i would just like to say what a joy it is for me to be here today but frankly at my age it's a joy to be anywhere i'm only forty-four so i'm not old and i guess that doesn't really play but the point is i have a sense of humor and i implore you all to have a sense of humor as well jan david my wonderful girlfriend my gorgeous company why don't we all just take a big deep breath and just relax good that feels good all right everybody feel better,Michael
20456,4,na na-oh naa-es,Michael
20458,4,ye-ohh ye-no,Michael
20460,4,very nice,Michael
20462,4,high five,Michael
20465,4,can't stop,Michael
20467,4,forgot normal talk,Michael
20470,4,nobody likes to work late least of all me do you have plans tonight,Michael
20471,4,nope i don't remember when you told us not to make plans 'cause we're working,Jim
20472,4,yes i remember mmm this is bs this is bs why are we here i am going to call corporate enough is enough i'm - god i'm so mad this is michael scott scranton well we don't want to work no we don't it's not fair to these people these people are my friends and i care about them we're not going to do it everybody i just got off the horn with corporate and basically i told them where they could stick their little overtime assignment go enjoy your friday,Michael
20473,4,thank you michael,Dwight
20474,4,all right happy friday well i think we dodged a bullet there,Michael
20475,4,i think you did,Jim
20476,4,i think we should celebrate how about you pam mi casa a little dinner dancing drinks,Michael
20477,4,oh i-,Jim
20478,4,you said you didn't have plans that's what you said,Michael
20479,4,michael has asked pam and me to dinner at least 9 times and every time we've been able to get out of it but i've got to give him credit he got me because i'm starting to suspect that there was no assignment from corporate,Jim
20480,4,michael what time should i be arriving,Dwight
20481,4,dwight it's couples only and besides i only have six wine glasses so it will be me and jan and pam and jim and angela and andy,Michael
20482,4,hey-o,Andy
20483,4,does it bother me that i wasn't invited to michael's dinner party,Dwight
20485,4,hello,Michael
20486,4,hi,Jim
20488,4,come on in good to see you,Michael
20490,4,yes i would so what have you been doing,Michael
20491,4,let's see since i saw you an hour ago,Jim
20492,4,yeah,Michael
20493,4,i have been getting ready and then driving over here,Jim
20494,4,well we have been doing pretty much the same thing,Michael
20495,4,really,Jim
20496,4,except driving,Michael
20497,4,we got you this,Pam
20499,4,well have a seat or come on in or i don't know make yourself to home this is our casa,Michael
20500,4,it's really nice,Pam
20502,4,tour let's do the tour first,Jim
20503,4,okay,Michael
20505,4,totally your call babe,Michael
20507,4,oh you guys doing a little construction,Jim
20508,4,oh just redoing the sliding glass door,Michael
20510,4,well thats,Michael
20512,4,yep never been used,Michael
20514,4,no,Michael
20516,4,this is it check that out can you smell that,Michael
20517,4,uh-huh,Pam
20518,4,as you can smell there's a lot of different odors going on in here,Michael
20519,4,so you have an office and a workspace,Pam
20521,4,it's fire,Jim
20523,4,bond,Michael
20525,4,james bond fire i am bond fire james bond fire michael scarn,Michael
20527,4,just like that,Jim
20530,4,guess what white and eggshell white are exactly the same color,Michael
20532,4,well i-,Michael
20534,4,what a cute bench,Pam
20535,4,thanks that's my bed jan has some space issues so i curl up on that puppy,Michael
20536,4,really 'cause seems pretty narrow and short,Jim
20537,4,it's actually a lot bigger than it seems look at this,Michael
20539,4,i finally broke down and bought myself a plasma tv check it out i actually hung this on the wall myself i want to show you something a lot of people in the room need more space voila right in the wall,Michael
20540,4,wow,Jim
20541,4,sometimes i will just stand here and watch television for hours i love it i love this tv oh and i also built this table,Michael
20542,4,what is that chestnut,Jim
20543,4,no i think that is either pine or nordic cherry,Michael
20545,4,michael i'm just terrible at all this stuff so that's really cool,Jim
20547,4,yeah he tried to set up my tivo for me but then i didn't have audio for a week,Pam
20548,4,if you ever need any help i am just a phone call away,Michael
20550,4,well i saw - oh your dundies i'm surprised they're not out on the coffee table for everybody to see,Jim
20552,4,oh honey i have the best trophy right here aside from my dundies,Michael
20554,4,i'll get it,Michael
20556,4,no no,Angela
20557,4,okay,Michael
20558,4,tuna what's up tuna we having tuna for dinner i bet you're sick of tuna right you probably have tuna every night tuna these are for you,Andy
20560,4,very nice,Michael
20561,4,except for one flower which is for my flower,Andy
20563,4,what am i supposed to do with this,Angela
20565,4,oh i can help starting dinner if you need it,Pam
20567,4,three hours from now or three hours from earlier like 4:00,Pam
20569,4,when in rome,Michael
20571,4,whatever you say babe,Michael
20573,4,all right,Michael
20574,4,how 'bout a toast shall i here's to good friends,Michael
20576,4,kinda sorta an oaky afterbirth,Michael
20577,4,what was that,Jim
20579,4,yeah that sounds good,Michael
20582,4,you know what hunter was a terrible assistant that is why ryan fired him,Michael
20584,4,sometimes i think she holds on to faxes,Angela
20585,4,i don't care what they say i just want to eat which i realize is a lot to ask for at a dinner party,Pam
20586,4,no it's a hump there's a hump,Andy
20588,4,okay yes first name of that animal and the second name is the state where helena is the capital,Andy
20589,4,montana,Pam
20591,4,joe montana,Pam
20592,4,yes yes,Andy
20593,4,why didn't you just say 49ers quarterback,Pam
20594,4,all right my my my my turn my my my my turn my my my my turn,Michael
20598,4,yes i was watching jim's face,Michael
20600,4,and he was laughing,Michael
20602,4,look at him he's laughing,Michael
20603,4,michael and jan seem to be playing their own separate game and it's called 'let's see how uncomfortable we can make our guests' and they're both winning so i'm going to make a run for it,Jim
20604,4,you'll never guess i just got a message from my landlord apparently my apartment flooded something with a sprinkler pam we should probably get going and see the damage,Jim
20605,4,oh okay,Pam
20606,4,well you don't need two of you to do that,Michael
20607,4,that's true um dinner sounded delicious pam i'll see you at home thank you so much,Jim
20608,4,oh jim i don't think you're going to abandon this party here all by itself,Pam
20609,4,i don't know because i everything i own is there,Jim
20610,4,you can buy new stuff but you can't buy a new party,Pam
20611,4,that's true that's a great point come on down here sit down on that couch and be amongst friends and we are not going to think about all your stuff being destroyed all right,Michael
20612,4,michael you're up,Andy
20613,4,all right here we go this is going to be fun ready all right first name is tom-,Michael
20615,4,all right okay okay you're getting inside my head first name is blank and he goes on a cruise he goes on a caribbean cruise,Michael
20616,4,i don't know,Angela
20617,4,katie holmes,Jim
20618,4,no baah but he's married to her,Michael
20619,4,oh dawson's creek,Jim
20620,4,no it has to be a real person jim come on okay no no i'm gonna pass i'm gonna pass okay rhymes with parnold schporzenegger,Michael
20622,4,not really a rhyme,Jim
20623,4,another clue another clue,Angela
20624,4,okay he is the governor of california he is the terminator,Michael
20625,4,those aren't helpful,Angela
20626,4,tom cruise,Jim
20627,4,no,Michael
20628,4,time,Andy
20629,4,god does anybody read the paper,Michael
20630,4,oh thank you,Pam
20631,4,you're welcome,Michael
20633,4,i don't like that story babe,Michael
20635,4,stop stop it i mean i like ice cream okay sue me oh no don't i shouldn't say that jokingly because she will sue me she loves to sue loves lawsuits you know honey that door was extremely clean and it looked invisible,Michael
20637,4,ha ha you are she is she is the devil i'm in hell aaahhh i'm burning help me,Michael
20638,4,you shouldn't joke about that,Angela
20639,4,is there more wine in the kitchen,Pam
20642,4,so you keep a very tidy house,Angela
20644,4,no yeah what,Pam
20646,4,oh are you joking,Pam
20648,4,i have never ever dated or wanted to do anything resembling dating michael ever not ever not now not then not now not ever ever,Pam
20649,4,i've noticed how you look at him at the office,Angela
20651,4,so i spend most of my time right here have a hand so jim i noticed you checking out jan's candles,Michael
20652,4,oh no she just put it in front of my face,Jim
20653,4,yeah did you know that candles are the number one fastest-growing product in the scent aroma market $2 billion dollar a year industry and for only $10000 you could become a co-owner of 'serenity by jan' what do you think about that,Michael
20654,4,thought about it i'm in,Andy
20655,4,i'm sorry are you really trying to get us to invest in jan's company,Jim
20656,4,i'm sorry what now,Michael
20658,4,hello,Dwight
20660,4,we came here to eat dinner and to party this is a dinner party right,Dwight
20661,4,awesome,Pam
20663,4,yes what are you doing here,Angela
20664,4,dwight is my friend,Michael
20666,4,you said that i could not invite dwight because he was not part of a couple and because we didn't have enough wine glasses dwight brought glasses and a person,Michael
20668,4,whatever i want it's never whatever i want when i wanted to see stomp and you wanted to see wicked what did we see,Michael
20670,4,when i said that i wanted to have kids and you said you wanted me to have a vasectomy what did i do and then when you said that you might want to have kids and i wasn't so sure who had the vasectomy reversed and then when you said you defintely didn't want to have kids who had it reversed back snip snap snip snap snip snap i did you have no idea the physical toll that three vasectomies have on a person and i bought this condo to fill with children,Michael
20672,4,do you mean it you want to have a kid,Michael
20674,4,so can we come in,Dwight
20675,4,hmmm mmm great turkey leg,Dwight
20677,4,angela would you like some of my beet salad,Dwight
20678,4,i hate beet salad,Angela
20680,4,hey hey hey hey i know you love beet salad i've seen you eat it many times,Dwight
20681,4,the thought of popping one of your beets into my mouth makes me want to vomit,Angela
20682,4,pam i hope she didn't do anything to the food,Michael
20683,4,like like what,Pam
20684,4,i can't prove it but i think she might be trying to poison me hey looks great babe,Michael
20685,4,yeah it does,Andy
20686,4,i know jan didn't poison the food i know that but if she was going to poison the food of someone at that table wouldn't it be me michael's former lover,Pam
20688,4,you know i have soft teeth how can you say that,Michael
20690,4,excuse me for a second,Michael
20691,4,so how do you guys know each other,Jim
20693,4,and now you guys are dating,Pam
20694,4,purely carnal and that's all you need to know,Dwight
20695,4,would you write down your e-mail because i have just so many questions,Jim
20697,4,nevermind,Jim
20698,4,ok alright here we go there oooookay,Michael
20699,4,that's nice,Jim
20700,4,everybody enjoying their meal,Michael
20702,4,yeah,Michael
20704,4,no no i'm gonna leave it up i think it ties the whole room together,Michael
20706,4,jan thinks hunter is very talented you know what i don't think he's that good,Michael
20708,4,bfd i'm a screenwriter,Michael
20710,4,no all you do is you get me to try to work on my rich friends,Michael
20712,4,man i would love to burn your candles,Michael
20714,4,oh good i'll be your first customer,Michael
20716,4,that's what she said that is a 200 dollar plasma screen tv you just killed good luck paying me back on your zero dollars a year salary plus benefits babe,Michael
20718,4,fine get outta here,Dwight
20719,4,it's getting late,Jim
20720,4,you know what guys she'll be out of the bathroom soon,Michael
20721,4,of course,Jim
20722,4,get out of my way i'll take care of this ok uhhh what seems to be the problem officers,Dwight
20724,4,nope nope nothing disturbing here just a couple of friends having an awesome dinner party,Michael
20726,4,oh yes there was some screaming but um my girlfriend threw a dundie at my tv plasma,Michael
20728,4,would she get into trouble,Michael
20730,4,i will take the fall i did it,Michael
20734,4,michael can come home with me,Dwight
20735,4,jim pam,Michael
20736,4,oh my apartment's on fire,Jim
20737,4,flooded,Pam
20738,4,flooded,Jim
20739,4,you people come on you're sleeping with me,Dwight
20740,4,no,Michael
20741,4,i'm gonna take you home michael,Dwight
20742,4,nope,Michael
20743,4,alright,Dwight
20745,4,this is the best burger i've ever had babe,Pam
20746,4,you know babe i should have told you but i did something bad,Jim
20747,4,hmm,Pam
20748,4,i stole this for you babe,Jim
20749,4,one night,Pam
20750,4,my ideals at a party easy jim pam ryan the mayor barack obama shiloh jolie-pitt because at the end of the night brad or angelina would have to come and pick him up and i would get to meet them shia la beef because of disturbia umm all of the children of the world val kilmer but he probably wouldn't come too famous obviously george clooney umm and jan definitely if there was room,Michael
20751,4,i'll tell you about my ideal dinner party john wilkes booth lee harvey oswald osama bin laden john wayne gacy jeffrey lionel dahmer 'oh hey guys welcome to my home oh here comes the waiter with the soup hope you guys are hungry' meanwhile the waiter suddenly nods at me but i don't acknowledge him but i know he's an assassin because i trained him boom two minutes later five dead psychopaths at my dining room table all that's left to do is dispose of the bodies and collect the reward ugh it's almost too easy,Dwight
20753,4,food,Pam
20755,4,i believe it means mouth pleaser,Andy
20757,4,it's french i studied some french during my semester at sea or shall i say a semester at la mer which is french for 'sea',Andy
20758,4,andy was that coordinated by the cornell study abroad office,Angela
20759,4,mm-hmm mm-hmm,Andy
20760,4,the reason i ask is that andy went to cornell,Angela
20762,4,yes i did for you princess even though i only went number one i didn't really wash my hands ohhh what have we here this looks delicious,Michael
20763,4,not with your hands,Pam
20764,4,they need to be presented royally anyone,Michael
20765,4,mmm,Andy
20766,4,good stuff all right let's get down to some wine drinking,Michael
20767,4,oh my god i thought i was gonna pass out,Pam
20768,4,we should probably get back,Jim
20769,4,mmm-mm i'm probably just gonna stay here for a while say i got lost,Pam
20771,4,it was just a little,Pam
20772,4,i didn't have anything jan,Jim
20774,4,i'm sorry she scares me,Jim
20775,4,michael's dinner party is for couples only which is why i wasn't initially invited but that was then i very recently entered into a serious monogamous relationship if that idiot ever gets here,Dwight
20777,4,where did you grow up,Pam
20778,4,it's been a rough couple of weeks,Michael
20780,4,little trouble yes well jan fell asleep during her neighborhood watch shift,Michael
20781,4,wow you did neighborhood watch,Pam
20782,4,yes,Michael
20784,4,so she's passed out and some kids spray-paint a swear word on the neighbors' dog,Michael
20786,4,and the neighbors blamed jan,Michael
20788,4,it's like you know the dog shouldn't have been outside in the first place anyway it's a tragedy really because the paint is not gonna come off the dog until it sheds,Michael
20790,4,so,Michael
20792,4,well,Michael
20794,4,what's that,Jim
20799,4,wb jones is renovating their offices and their construction crews are taking up some of the parking spaces we used to get,Pam
20800,4,so we had to park at a satellite parking lot over there,Jim
20801,4,which just means we get to see more of our lovely street tell them what we saw today jim,Pam
20802,4,oh today we saw a junk yard dog attacking the bones of a rotisserie chicken,Jim
20803,4,nature,Pam
20804,4,been here nine years now all of a sudden i'm supposed to park half a mile away,Oscar
20805,4,i lost a penny out of my loafers oscar,Andy
20806,4,i will quit as god as my witness i will quit if this is not fixed,Kevin
20807,4,some of us like the walk more than others,Pam
20808,4,hurts like hell,Kevin
20809,4,did you pick a new chair it's been awhile,Pam
20810,4,pam when i first opened this catalog i thought i was just going to be picking out a chair,Michael
20811,4,but instead you found something to distract you from ever picking out a chair,Pam
20812,4,michael started the process of selecting a new chair about three weeks ago and normally i wouldn't care but he promised me his old one it's way better it's one of these i really want it,Pam
20813,4,have you ever seen this woman,Michael
20814,4,her,Pam
20815,4,hmm,Michael
20816,4,the one in the really great mesh black high-back swivel chair,Pam
20817,4,look at her smile those eyes look at her eyes she's got - i don't know what it is actually she dresses like a professional and yet you know there is a side of her that could just curl up on a couch,Michael
20818,4,or in a great chair,Pam
20819,4,oh yeah maybe but remember after my dinner party when i said that i was swearing off women,Michael
20820,4,i definitely remember your dinner party,Pam
20821,4,i think what i meant was that i was completely swearing off one woman jan i think that fate put this catalog in my hands,Michael
20822,4,actually i put the catalog in your hands 'cause you have to pick out a new chair,Pam
20823,4,what is it like being single i like it i like starting each day with a sense of possibility and i'm optimistic because every day i get a little more desperate and desperate situations yield the quickest results,Michael
20824,4,ladies and gentleman would you please open your supply catalogs and kindly turn to page 85,Michael
20826,4,no he hasn't picked one yet,Pam
20829,4,i am ready to start dating again getting back on the market so fyi for those of you who are thinking about fixing me up with any of your friends use the woman on page 85 as a template that will be all,Michael
20830,4,i left my cell phone in my car,Andy
20832,4,listen man i am completely over jan so would you set me up,Michael
20833,4,if i had someone to set you up with michael then i'd take her for myself,Kevin
20834,4,i thought that you were engaged,Michael
20835,4,nope stacy broke up with me,Kevin
20836,4,whaaaat god that's terrible man eghh she's crazy umm are you still on good terms with any of her friends,Michael
20837,4,not anymore,Kevin
20838,4,oh,Michael
20839,4,it's a bitter situation,Kevin
20840,4,yeah ugh she's you don't deserve her alright,Michael
20841,4,oh hello oscar mayer weiner lover i bet that you have a bunch of very liberal girl type friends that trust you implicitly because they know you'd never touch 'em because of your condition umm,Michael
20843,4,what,Michael
20845,4,oh,Michael
20847,4,hmm i see feisty so she's not jolly or sassy not like a jolly sassy opera singer,Michael
20849,4,oooo catcher or in field,Michael
20851,4,is she a dress wearer or a pants wearer could we share a row boat could could a row boat support her,Michael
20853,4,i think i'm being very clear what i'm asking would an average size row boat support her without capsizing it bothers me that you're not answering the question,Michael
20855,4,damn it i knew it i knew it phyllis ok,Michael
20856,4,what is wrong with these people i would do anything for them and they're just hanging me out to dry,Michael
20857,4,dating shouldn't be hard for somebody like me but it is and you know why because nobody here is willing to help me nothing would ever get done in this office without a formal request would it well fine here goes,Michael
20858,4,i don't think that this is---,Angela
20859,4,well now ok i know that this is probably not appropriate but i need help because i want to play ball with my kids before i get too old and before that happens i need to get laid and before that happens i need to be in love and i don't wanna hear 'ahnnn i can't help elhh la la' no no i'm a catch and i am not going to be the one who got away so this is what we're going to do dwight is going to hand out index cards and i want you all to write down the name of an eligible woman for me to date by the end of the day no by the end of the hour or you are fired,Michael
20860,4,write legibly people,Dwight
20861,4,because of the construction at wb jones half of us have to park in the satellite lot,Andy
20862,4,hmm,Michael
20863,4,it's like a ten minute walk,Andy
20864,4,no thirty,Kevin
20865,4,well look i am in an assigned parking place in front so alright alright alright umm let me try to think about what it would be like to not have one ok yes that would be bad,Michael
20866,4,yes,Kevin
20867,4,yes,Andy
20868,4,that would be bad,Michael
20869,4,ok,Andy
20870,4,nice,Kevin
20871,4,so help us out,Andy
20872,4,wish i could but i can't well can but won't should maybe but shorn't,Michael
20873,4,michael please he--,Kevin
20874,4,what part of shorn't don't you understand kevin look i could probably handle it yes but i think it would be a good exercise for you guys to do it yourselves,Michael
20875,4,we won't let you down,Andy
20876,4,oh you can't because i don't care listen don't forget to fill out those cards my love cards,Michael
20879,4,who are you putting down,Pam
20880,4,oh you don't know her,Jim
20881,4,who is it,Pam
20882,4,your mom,Jim
20883,4,yeah whatever give it to me give it to me,Pam
20884,4,ok wendy hot and juicy red head give this a try,Michael
20886,4,hello wendy this is kevin's friend michael,Michael
20888,4,oh i'm sorry could you put her on please,Michael
20890,4,damn it kevin ok umm could i just have a frosty and a baked potato please,Michael
20892,4,well i'll send somebody to come pick it up just have it ready,Michael
20894,4,well put it aside umm yeah,Michael
20895,4,ok i have collected the rest of the ladies,Dwight
20896,4,good good because this batch was awful umm this one says chair model,Michael
20897,4,i wrote that michael you shouldn't have to settle this is my pledge to you i will find her and i will bring her to you and as god as my witness she shall bear your fruit,Dwight
20898,4,that sounds good go get her wa-wait wait wait wait first go to wendy's get my food come back and then go,Michael
20899,4,that is fantastic thank you thank you very much this is just what i needed,Dwight
20900,4,the furniture company gave me the name of the advertising agency they gave me the name of the photographer the photographer a spaniard used a wilkes-barre modeling agency the agency gave me the following information deborah shoshlefski 142 south windsor lane dead car accident case closed,Dwight
20901,4,she's dead she's so young,Michael
20902,4,she was so young and now she is dead as dead as every dead animal who has ever died,Dwight
20903,4,oh god oh,Michael
20904,4,why don't you sit down michael come on here we go yeah,Dwight
20905,4,michael you didn't even know her,Jim
20906,4,try not to be so hurtful jim,Michael
20907,4,jim how dare you,Dwight
20908,4,please not at a time like this,Michael
20909,4,ok michael you know what i might have someone for you,Pam
20910,4,oh really what's her name burger king,Michael
20911,4,no i mean it she's really nice and sweet and you guys might actually get along,Pam
20912,4,i don't i don't think i'm ready is she hot,Michael
20913,4,i'm setting michael up with my land lady she's really sweet and whatever i just can't take michael like this,Pam
20914,4,no question about it i am ready to get hurt again,Michael
20915,4,we need to assemble the five families,Kevin
20916,4,no not the five families,Michael
20917,4,we have to,Kevin
20918,4,the five families are the five companies of scranton business park the bosses rarely meet there's michael scott regional manager dunder mifflin bob vance vance refrigeration paul faust of disaster kits limited they call him 'cool guy paul' wb jones of wb jones heating and air grade a bad ass and bill cress of cress tool and dye bill cress is super old and really mean,Kevin
20919,4,sorry i don't have time for this right now i'm trying to get a date with pam's hot friend and she needs to meet me right now,Michael
20920,4,i'm calling the meeting anyway,Kevin
20921,4,thank you very much our suspect has straight brown hair she is wearing blue jeans and a black top so behold our bachelorette give her ten for looks and a three for her ability to describe herself hello my lady,Michael
20923,4,ugh,Michael
20925,4,is who a michael what,Michael
20927,4,oh that's not yeah i'm not ok,Michael
20929,4,so you get the rent checks every month and what happens next what,Michael
20931,4,just making conversation,Michael
20932,4,why is it so hard to meet people i you know it's uh all i want is somebody nice and sweet and someone i can talk to and share an experience with you know why is it so hard for people like us,Michael
20934,4,you wanna see what i walked out on this is gonna blow your mind look at that,Michael
20936,4,yeah yeah and you can't see her whole body down here she's got a boob job just she was just crazy smart and really manipulative and i don't know,Michael
20939,4,oh ok well umm i enjoyed this conversation it was very nice it was like talking to the sweet old lady on the bus,Michael
20941,4,now you ruined it,Michael
20943,4,uh michael scott could not make it today due to an unforeseen prior engagement,Andy
20945,4,gentleman please we called this meeting andrew bernard is the name of me and this is my associate mr kevin malone,Andy
20946,4,i have things,Kevin
20948,4,well first of all i'd just like to say what an honor it is to be sitting here with you gentlemen,Andy
20950,4,we want our parking spaces back,Kevin
20952,4,wb jones' construction guys park in our parking spaces every morning and some people have to park really far away and walk all the way to the office and some people sweat too much for comfort and---,Kevin
20957,4,after stacy left things did not go well for awhile and and it was hard to see it's just nice to win one,Kevin
20958,4,margaret the land lady really pam is that what you think of me,Michael
20959,4,she's sweet and cute i thought you'd get along,Pam
20960,4,oh ok well i'm looking for a passionate affair not companionship i'm a man of intensity of of cool and youth and and passionately god,Michael
20961,4,margaret,Jim
20962,4,i know,Pam
20963,4,you just got yourself kicked out of your apartment,Jim
20964,4,oh i don't care i didn't really like that place that much anyway i'll just move,Pam
20965,4,oh really who's gonna take you in you're messy you're a klutz you spill everything and you leave the volume on the tv way too loud,Jim
20966,4,yeah maybe i'll just move in with my boyfriend 'cause he's kind of a slob too,Pam
20967,4,ok sure let's do it,Jim
20968,4,no i umm well i'm not gonna i'm i'm not gonna move in with anyone unless i'm engaged,Pam
20969,4,have i not proposed to you yet,Jim
20970,4,hmm i don't know,Pam
20971,4,oh well that's coming,Jim
20972,4,oh right now,Pam
20973,4,no not gonna do it right here that would be rather lame,Jim
20974,4,ok so then when,Pam
20975,4,pam i'm not gonna tell you hate to break it to you but that's not how that works,Jim
20976,4,oh right yeah,Pam
20977,4,wait i'm serious it's happening,Jim
20978,4,ohh kay,Pam
20979,4,and when it happens it's going to kick your ass beesly so stay sharp,Jim
20980,4,i've been warned,Pam
20981,4,i am not kidding got it a week after we started dating,Jim
20982,4,i don't know man i was with jan for so long i was excited about meeting somebody new put my heart out there it's just,Michael
20983,4,you know what you need closure,Dwight
20984,4,you're right what do you mean though,Michael
20985,4,there was a woman in your life who affected you very deeply and she left before you could say good bye i think you need to say good bye,Dwight
20986,4,hmm,Michael
20987,4,come on i'll drive,Dwight
20988,4,we did it,Kevin
20989,4,i did it,Andy
20990,4,we got our spaces back,Kevin
20991,4,wow,Oscar
20992,4,nice job,Pam
20993,4,nice,Jim
20994,4,yeah there it is you're welcome,Andy
20995,4,did i do this for me no i did this for the little guy for joe sixpack the guy who wakes up every morning in his four hundred dollar a month apartment wonders how's he gonna pay his mortgage that month wonders how he's gonna fill his car up with oil wonders how i'm gonna pay my kid's orphanage bills that guy shouldn't have to wonder where he's gonna park,Andy
20996,4,how did she die,Michael
20997,4,i guess you could say she died of blunt force trauma and blood loss she got in a car accident and plowed into the side of an airplane hanger,Dwight
20998,4,god,Michael
20999,4,yeah,Dwight
21000,4,she was so innocent,Michael
21001,4,she was stoned apparently,Dwight
21002,4,you know i used to think that i had this perfect person out there waiting for me but knowing that that's just silly because she's dead what do you do,Michael
21003,4,you wait until next year's chair catalog comes out and you find someone who's still alive,Dwight
21004,4,oh you move on,Michael
21005,4,yeah,Dwight
21006,4,where do you want to go for dinner,Jim
21007,4,i don't know i kind of hate all our regular places right now oh you know what that one,Pam
21008,4,hey pam will you wait for me one second while i tie my shoe,Jim
21009,4,i hate you,Pam
21010,4,what my shoe is untied what is your problem oh my god you thought i wa--- oh,Jim
21011,4,oh oh,Pam
21012,4,no no no,Jim
21013,4,how could i have thought that how could i have thought that,Pam
21014,4,bye bye ms chair model lady i dreamt that we were married and you treated me nice we had lots of kidsdrinking whiskey and rye oh why'd you have to go off and die why'd you have to go off and die,Michael
21016,4,return,Michael
21017,4,rhythm and blues,Dwight
21018,4,this'll be the day that i died,Michael
21019,4,it is moving day i have spent the last month here at dwight's lovely farm taking a little bit of a vacation clearing my head after jan and i um ssp no i did not kill her we were just at different places in our lives no i thought i'd be the bigger man and allow her to stay at the condo she has since moved on; she is staying with her sister in scottsdale fresh outlook and it's all good,Michael
21020,4,okay so look that over make sure it's accurate,Dwight
21021,4,oh what is this,Michael
21022,4,your bill minus the ten percent dunder mifflin corporate discount,Dwight
21023,4,you were charging me i'm your friend,Michael
21024,4,you occupied the america room for six weeks that's our most popular room,Dwight
21025,4,there was no other guest the entire time i was here,Michael
21026,4,right because you were in the america room in an election year,Dwight
21027,4,okay all right dwight take my money go ahead keep in mind that this whole thing was just a business transaction the late nights the talks the slumber parties the crying jags that was all business that had nothing to do with friendship and being friends just ring me up go ahead,Michael
21028,4,thank you dwight,Michael
21029,4,we don't take debit cards anyway,Dwight
21030,4,dwight little help with the bags please,Michael
21031,4,so what about you angela do you have any single friends,Michael
21032,4,i don't,Angela
21033,4,a cute little religious type someone who wears a uniform or,Michael
21034,4,a catholic schoolgirl,Angela
21035,4,no no obviously older,Michael
21036,4,a nun,Angela
21037,4,love marriage baby carriage those have been my goals ever since i heard that song jan and i had love we did not have marriage we did have a baby carriage which i got her for bringing groceries home after she got a dui,Michael
21039,4,hey kelly,Michael
21041,4,nothing just hangin' chillin' no agenda would you consider hookin' me up with one of your friends,Michael
21043,4,yeah,Michael
