Scene,Speaker,Words
"Season 5, Episode 1, Scene 38",Dwight,ok can you turn the girl off please i'm trying to get some work done
"Season 5, Episode 1, Scene 38",Michael,no way no way pam beesley hello hey everybody look pam pam say hi say hi to pam don't we all look skinny oh oh almost dropped you pam i'd like you to meet ronnie we call her rice-a-ronnie she is hilarious she is wonderful a beam of light in this dark dark office not really so much all she does is plop herself down there and answer phones all day oh calm down weirdo it's just a joke she's such a weirdo you know what my real beef with her though pam she can't find those little colored paper clips that i like so much will you help her find them please let's go we are following pam to the supply shelf let us go
"Season 5, Episode 1, Scene 39",Pam,new york is so exciting i love my classes the city's awesome um can you give me back to jim now please
"Season 5, Episode 1, Scene 40",Michael,ok everybody let's suck in our guts damn it come on
"Season 5, Episode 1, Scene 40",Oscar,oh
"Season 5, Episode 1, Scene 40",Kevin,oh my god
"Season 5, Episode 1, Scene 41",Dwight,come on bernard all right we're set
"Season 5, Episode 1, Scene 41",Michael,here we go everybody on
"Season 5, Episode 1, Scene 45",Michael,how's it going good cake who suggested cake are you kidding me we only lost one pound phyllis
"Season 5, Episode 1, Scene 46",Michael,what is wrong with these people they have no willpower i went -- i once went 28 years without having sex and then again for seven years
"Season 5, Episode 1, Scene 47",Michael,does anyone have any idea what the number one cause of death is in this country no thank you holly is right people this is not just about winning some extra vacation days this is about a very cool hr initiative that if we don't follow we are all going to die of obesity so how much are we gonna lose yes all right who else can i put you down for 10 pounds if you gain weight you will die i want you to live forever i want us all to live forever how how are we going to do this this is how we're gonna do it five pounds i'm asking each of you to lose five pounds that plus jim's 65 will give us a very good chance at winning this thing
"Season 5, Episode 1, Scene 47",Dwight,shotgun weddings obesity-caused illnesses
"Season 5, Episode 1, Scene 47",Jim,that's not what that is i would like to lose 65 pounds cryogenics beer me five
"Season 5, Episode 1, Scene 47",Angela,no my doctor wants me to gain weight
"Season 5, Episode 1, Scene 48",Jim,all right i'm taking off nope just going to see pam maybe put up some shelves ok thank you for this no
"Season 5, Episode 1, Scene 48",Michael,booty call here wait a second i don't want you to end up with a surprise pregnancy like me you want more
"Season 5, Episode 1, Scene 49",Andy,i don't know if there's any one place that has all these things thousand-year-old church in the continental united states there has to be a rainbow 24-hour veterinarian on call sweetheart just so you know i don't care where we get married i'll marry you right here in this building i'll marry you in the parking lot i'll marry you in the eye of a hurricane in the middle of a snowstorm on top of a monsoon all i care about is that we're gonna spend the rest of our lives together hey-oh
"Season 5, Episode 1, Scene 49",Angela,it's not my problem that is very important to me so -- i have work to do just do it i know i haven't made this easy on you
"Season 5, Episode 1, Scene 50",Jim,hi oh that's so rude of me have you seen um pam's new art it's right there check it out
"Season 5, Episode 1, Scene 50",Pam,hi mmm 'cause--
"Season 5, Episode 1, Scene 51",Michael,it's a pretty lame party
"Season 5, Episode 1, Scene 52",Jim,some girl came into pam's room crying about her roommate stealing her soy milk so i'm in here waiting it out
"Season 5, Episode 1, Scene 53",Andy,why not dawg
"Season 5, Episode 1, Scene 54",Dwight,michael we have a situation
"Season 5, Episode 1, Scene 55",Dwight,they should not be in that room yeah not that guy who murdered his mother he was not so handsome also kevin
"Season 5, Episode 1, Scene 55",Michael,you know what we should do we should have a party and not invite them let's go mini-golfing uh um i think you'll have fun men from scranton are handsome and they know how to show a woman a good time you know what we're pretty much done here today why don't you just take off early yeah good luck
"Season 5, Episode 1, Scene 56",Michael,oh holly doesn't need luck everyone that meets her instantly loves her
"Season 5, Episode 1, Scene 57",Dwight,party's over you are so busted happy birthday stanley
"Season 5, Episode 1, Scene 57",Michael,ok everybody phyllis did i or did i not say fruit and what is that you know we're gonna have to try a little harder if we are going to win this thing
"Season 5, Episode 1, Scene 59",Kevin,what
"Season 5, Episode 1, Scene 63",Michael,ronnie was bleh things were at an all time sad here but then i got an e-mail from ryan that he was coming back to town and i called the temp agency and i told them i will pay you any amount just give me ryan howard give him to me i want him i need him
"Season 5, Episode 1, Scene 64",Michael,i did yes gooooo-tee
"Season 5, Episode 1, Scene 64",Kevin,firrrrre-duh guy yeah you too
"Season 5, Episode 1, Scene 66",Jim,well that's great you're talking about your court ordered community service but he did right all right
"Season 5, Episode 1, Scene 68",Michael,hey you know what i can't do this by myself people kelly and i are the only ones who have either passed out or almost passed out
"Season 5, Episode 1, Scene 68",Andy,damnit i need these five days for my honeymoon who is slacking no i want names
"Season 5, Episode 1, Scene 69",Andy,this is the hardest thing i've ever had to do in my entire life i haven't had a very hard life
"Season 5, Episode 1, Scene 70",Oscar,so how was your date
"Season 5, Episode 1, Scene 70",Michael,mmm--- mmm um
"Season 5, Episode 1, Scene 71",Michael,close the door this is your fault your stupid friend zone i should have been lovers with her first and then friends that was terrible advice terrible advice you know my seduction method i like to get in there and get my hands dirty wh--- you sabotaged me you sabotaged me man
"Season 5, Episode 1, Scene 71",Jim,nope mmm
"Season 5, Episode 1, Scene 72",Dwight,attention attention we only have a few weeks left and most of you are just as fat as the day we began i am hardly the problem jim this is what i'm gonna do i'm gonna randomly select three names and these three people will get liposuction uhhhhh stanley phyllis kevin and you will be responsible for your own medical bills
"Season 5, Episode 1, Scene 72",Jim,how much weight have you lost dwight no you're definitely the problem
"Season 5, Episode 1, Scene 74",Dwight,hello phyllis do you have a minute listen i'm really sorry about what i said before ok i was way out of line but you know what i want to make it up to you there is a sure fire sale but it's a two man job interested sixty - forty hm i'll drive
"Season 5, Episode 1, Scene 76",Michael,mmm-hmm saunas gah the dreadmill
"Season 5, Episode 1, Scene 77",Jim,probably the weirdest thing about pam being gone would be lunch actually but um it will force me to become acquaintances with people i consider coworkers
"Season 5, Episode 1, Scene 78",Pam,what really where wow was it the age difference hey jim um listen can i call you back in a little bit i made friends
"Season 5, Episode 1, Scene 79",Dwight,hey hey and you burned over a thousand calories walking home and this branch just got a little bit closer to winning the contest phyllis vance ladies and gentlemen yeah i took your purse what are you worried about you look great i can definitely see the difference
"Season 5, Episode 1, Scene 79",Oscar,oh my god what happened
"Season 5, Episode 1, Scene 80",Michael,ohhhh bang boom say clump why hello everybody i say i say i say i say down holly i'll take it from here i am beautiful they are beautiful he is beautiful this big fat pig is beautiful
"Season 5, Episode 1, Scene 80",Jim,fair question
"Season 5, Episode 1, Scene 81",Michael,it's my sumo suit i just didn't inflate it all the way i am so glad that i bought instead of rented
"Season 5, Episode 1, Scene 82",Michael,body image we are here because there is something wrong with society if it's me then society made me that way now i know a lot of you are probably asking yourself 'why are you dressed in a plus sized suit' how do you know michael clump how dare you michael clump is a celebration of fat people no no no no no you know what fat people are not monsters why don't you guys have a little more sensitivity to the subject bang boom case in point look at the outside of this building it is ugly but you come inside and it is beautiful just like this unappealing fat suit inside is a rather handsome sexy man hey why don't you just sit down please we're doing this because of you so why don't you just go stand somewhere else hey hey you shaved why
"Season 5, Episode 1, Scene 82",Jim,see you're always saying there's something wrong with society but maybe there's something wrong with you
"Season 5, Episode 1, Scene 82",Kevin,because you're kind of doing michael clump
"Season 5, Episode 1, Scene 82",Oscar,because it's your making-fun-of-fat-people character i think of him as more like a monster what about 'i say i say i say i'll sit on you'
"Season 5, Episode 1, Scene 82",Dwight,no no no it goes it goes look 'i say i say i say i'll sit on you' vamping eh i've been sitting all day
"Season 5, Episode 1, Scene 83",Pam,nice sorry
"Season 5, Episode 1, Scene 84",Michael,dwight i would like you to apologize to this beautiful beautiful woman for forcing her to walk five miles which for her is basically a death march ok phyllis thank dwight first you're right you're right just dwight do it just say it ok finally right ok phyllis you must be exhausted from standing on those gams why don't you have a seat let's all clap at phyllis ok when michael clump wants to remind you that corporate their idea yes was to urge you to lose weight but more importantly what this whole thing is about this contest is really about being healthy and in order to be healthy you have to eat kelly kelly kelly i want you to stand up on your chair come on stand up on your chair stand up stand up stand up somebody help her here we go ok i want you to look at her she's a beautiful indian woman why what makes her beautiful ok be more specific what about her looks
"Season 5, Episode 1, Scene 84",Dwight,she should thank me i apologize for creating a ruse which forced you to exercise
"Season 5, Episode 1, Scene 86",Michael,kelly will you just agree to stop this mess and stop trying to kill yourself i want you to know kelly look at me i want you to know that you are beautiful you are truly truly beautiful give me a hug mmmmmm
"Season 5, Episode 1, Scene 87",Jim,summers going great just spent two hours listening to michael clump i have a weird pain in my left side that i'm convinced is an ulcer my girlfriend lives in new york and i haven't seen her in 10 days how's your summer
"Season 5, Episode 1, Scene 88",Michael,hey ryan look shaved off my goatee i am goateeless we are the goateeless brothers ahaha yep oscar enough with the girl talk please hey excellent good job
"Season 5, Episode 1, Scene 88",Oscar,how was friday night he'll call
"Season 5, Episode 1, Scene 88",Dwight,we better
"Season 5, Episode 1, Scene 89",Jim,so as it turns out tonight is my nephews t-ball game and i kinda missed the first three so i know i suck dwight says 'hi' now he is saying 'hi' louder umm hey can you go to im ok i'm gonna write you up for not working
"Season 5, Episode 1, Scene 89",Pam,you've already disappointed him so much he can't be expecting a lot from you i listen umm we're still good for this weekend right no football games recitals karate tournaments ok
"Season 5, Episode 1, Scene 89",Dwight,yes you do i do not i do not say 'hi' pam what are you writing about me i'm gonna write you both up for not working ok well played neither of us'll write the other up for not working
"Season 5, Episode 1, Scene 91",Michael,yeah oh hey did he call no no did i heard you talking to oscar about that guy what what happened did he call i dunno i always call everybody back right away he'll call back though give him until the end of the day he'll call if he doesn't he is loco ugh wait do we have until the end of the day
"Season 5, Episode 1, Scene 92",Andy,leave it to me boss i can get this whole office to make weight it's gonna be a little toasty in here good old fashioned sweat lodge
"Season 5, Episode 1, Scene 93",Andy,andy bernard does not lose contests he wins them or he quits them because they are unfair
"Season 5, Episode 1, Scene 94",Michael,hey is that healthy food we're trying to win a contest here kelly please ok that is fine just water and be back by weigh-in ok
"Season 5, Episode 1, Scene 94",Jim,hey michael i just scheduled lunch with a client so i might be back a little late perfect
"Season 5, Episode 1, Scene 96",Angela,i hate to even ask because you have been so accommodating about all the wedding stuff is there any way our first dance can be to my favorite song the little drummer boy really mmhmm the guys mm-mm i don't think that i don't know if i want your old college a capella group to be our wedding band let's talk about this later
"Season 5, Episode 1, Scene 96",Andy,your wish is my command of course yeah i mean it's a great song i always thought it was bigger than christmas anyway you know and you know what the guys already know it so it's easy breezy i didn't tell you here comes treble class of '96 was available for our big day so i booked 'em and they are collectively my best man and they are crashing with us for three weeks so it totally works out ok i hear you sweetheart but this is a deal breaker but you know what you're gonna love these guys carl 1 carl 2 broccoli rob spare rib doobie lunch box boner champ that's me pubie lewis and the news hopscotch jingle jangle sandwich these are the best best-man a guy could ever hope for mm-wah
"Season 5, Episode 1, Scene 97",Pam,hey this is not half-way i did the math i had to drive way longer than you montclair would have been closer so you have to buy lunch what are you doing oh my god oh my god yes
"Season 5, Episode 1, Scene 97",Jim,i just couldn't wait pam will you marry me so
"Season 5, Episode 1, Scene 98",Dwight,god where is jim what are you smiling about there smiley pants you're late dripping on me
"Season 5, Episode 1, Scene 98",Michael,aww really i have to say i think the problem with that whole thing was that he was a complete stupid idiot i know i love counting crows wow really that's a shame a shame to waste these i want to buy them from you i do no i do i i want to trust me i really do ok alright alright just i want you to just forget about him ok case closed umm can i pay you tomorrow i have like a 60 dollar limit on my atm so is that good ok darryl would you do the honors nonono no no i don't want to hear moaning this is a good day you guys accomplished something big you lost a ton of weight literally a lot of weight and i don't care what any stupid scale says you guys are all gigantic losers
"Season 5, Episode 1, Scene 98",Jim,hey sorry everybody hey dwight what's up meredith
"Season 5, Episode 1, Scene 98",Andy,wet tuna
"Season 5, Episode 1, Scene 102",Dwight,look what just arrived from the nashua branch 'here's something to enjoy on your three non-vacation days nashua branch' can i send them a dead deer classy
"Season 5, Episode 1, Scene 102",Michael,no you know what we're gonna do we're gonna take that and we are going to us it as a reward for the end of our competition
"Season 5, Episode 1, Scene 103",Dwight,my dream vacation i sleep in putter around the farm go fishing for a few hours take a long run in the forest check the traps then the sun comes up and i head into work which is empty because everyone else is out of town on vacation
"Season 5, Episode 1, Scene 104",Oscar,nice job kevin
"Season 5, Episode 1, Scene 105",Oscar,i'm pretty fit but in the gay community there's a lot of pressure to be ripped i got straight abs i want gay abs
"Season 5, Episode 1, Scene 106",Oscar,can you turn the heat down now - it's oppressive it's just
"Season 5, Episode 1, Scene 106",Andy,yeah totally i'm sorry oscar yeah i didn't realize it was bothering you cause it's kind of bothering all of us 'cause it's really hot you know it's hot so we can lose weight so we don't screw up this whole contest for the entire freaking office but if you want i'll turn it down
"Season 5, Episode 1, Scene 107",Michael,hello hello hey your face is almost back to normal
"Season 5, Episode 1, Scene 107",Dwight,oh you wish hellboy's a hero
"Season 5, Episode 1, Scene 109",Oscar,have you been to the beach yet okay toby i gotta go
"Season 5, Episode 1, Scene 109",Michael,hey oscar come on let's go
"Season 5, Episode 1, Scene 110",Michael,i am suspending you without pay for the rest of the year okay no i am not dwight i want you to take jim's chair no no his chair at his desk he gets it back on friday i want you to get your ass out of my face
"Season 5, Episode 1, Scene 110",Jim,no you're not
"Season 5, Episode 1, Scene 110",Dwight,all right
"Season 5, Episode 1, Scene 111",Jim,yeah well if you're only free till three on sunday and i can't get there till one then it's gonna be pretty tight hey can you not no no no definitely definitely yes next weekend then all right i love you too
"Season 5, Episode 1, Scene 111",Michael,that's what she said
"Season 5, Episode 1, Scene 111",Dwight,can you not no sitting devices michael's rules gah
"Season 5, Episode 1, Scene 113",Michael,well you'reyou know what i read in one of those books that you're not even supposed to give foot massages because it can induce labor i'm digging
"Season 5, Episode 1, Scene 114",Jim,when michael told us that jan was pregnant he led us all to believe that he was the father by telling us he was the father but then we got this e-mail from jan 'hi everyone jan here writing to share some wonderful news and to quash a rumor first the great news - i am expecting the beautiful baby inside me will be ready to meet the world this fall just a few months before the launch of the new serenity by jan line anyway i also wanted to clarify that the father is not anyone that you or i have ever met remember no matter how excited someone is about my baby it does not make them the father best jan ps hope to ship you something soon'
"Season 5, Episode 1, Scene 115",Michael,i can't wait to be a father i'm going to smother that baby
"Season 5, Episode 1, Scene 116",Michael,i really i don't want to get panty liners please i know it's yes i want you to get the panty liners
"Season 5, Episode 1, Scene 116",Dwight,will you be able to milk with those implants yeah easy there old girl okay careful hmm she was a keeper done
"Season 5, Episode 2, Scene 1",Pam,well i should go no don't i'm mad at them not one of them called to congratulate me on our engagement what why not come on it won't be that bad hi everyone wow no nothing nothing michael just saying hi sorry
"Season 5, Episode 2, Scene 1",Jim,alright i'll tell everybody here that you say hi why what happened ah that they might be off the hook for because i didn't tell them i just didn't you know want a deal ok you know what here we go uh everybody i just want to make an announcement pam and i are engaged nope thank you angela yes to get married yep
"Season 5, Episode 2, Scene 1",Oscar,i thought you were already engaged
"Season 5, Episode 2, Scene 1",Angela,that was roy she was engaged to roy
"Season 5, Episode 2, Scene 1",Kevin,i got a gift for pam and roy do i have to get another one
"Season 5, Episode 2, Scene 1",Andy,a little close to my engagement there tuna what's your game here
"Season 5, Episode 2, Scene 1",Dwight,she's not a virgin you know
"Season 5, Episode 2, Scene 1",Michael,what's going on to be married
"Season 5, Episode 2, Scene 4",Dwight,i got it i got it
"Season 5, Episode 2, Scene 4",Michael,woo alright
"Season 5, Episode 2, Scene 5",Michael,why are you helping her you're not even dating' she's my friend and ultimately my strategy is to merge this into a relationship without her even knowing uh
"Season 5, Episode 2, Scene 6",Michael,ok let's give it for miss holly flaaaax ok well done good speech ryan you're a good guy well i think we can all totally agree that holly is totally fantastic can't set 'em up like that can we have a moment can i talk to you for a sec lot of good stuff and you look you look fantastic yeah do some do some work people expect a lot from these meetings laughter sudden twists surprise endings you need to be robin williams and m night shyamalan you need to be robin shyamalan do you just you're kind of losing them lauren enough with the pencils i would not steal the bread and i would not let my family go hungry anybody this is a chance for you to say something without any repercussions stanley oscar come on i will go first when i discovered to tell you or not and i'm glad i did i feel very very good cathartic i promise you that you are not going to get into trouble you can say anything you want with total and complete immunity yeah come on anybody let it fly a siesta you are a thief of joy anybody else yeah who hasn't good good what else mmm well let's keep this party movin' on bruuuuuuuuuce ach wuh--- that's crazy that's crazy talk meredith the merenator sleepin' with suppliers hoo-ooh wow what time we got you know what that's a good place to end it right there this i think was a great ethics seminar she has given us a lot of wonderful things to think about right what is wrong who's to say really in the end i mean because it is unknowable but let's give her a round of applause holly everybody holly get back to work great job i am truly impressed that uh you really pulled that one out classic classic meeting we should celebrate oh
"Season 5, Episode 2, Scene 6",Kevin,oh come on he's right there he was hired oh check it out 'hired guy'
"Season 5, Episode 2, Scene 6",Jim,nice dwight you've really never stolen any company time jackpot
"Season 5, Episode 2, Scene 6",Andy,hey-oh i'll drop an ethics bomb on you would you steal bread to feed your family boom yeah i took intro to philosophy no that's not how it works
"Season 5, Episode 2, Scene 6",Dwight,yes what should we be working on while you guys are talking it's a trick question the bread is poisoned also it's not your real family you've been cuckolded by a stronger smarter male time thief time thief fire him never
"Season 5, Episode 2, Scene 6",Oscar,that isn't ethics ethics is a real discussion of the competing conceptions of the good this is just the corporate anti-shoplifting rules exactly andy pass ok once in a while i'll take a long lunch
"Season 5, Episode 2, Scene 6",Angela,i once reported oscar to the ins turns out he's clean but i'm glad i did it
"Season 5, Episode 2, Scene 7",Michael,meredith why don't you tell holly it's not what she thinks nothing unethical happened and that you just like to sleep around no no this is just a stupid formality
"Season 5, Episode 2, Scene 8",Jim,yawn four seconds oh you had said that you don't do anything personal during work time so i'm just making sure personal conversation seventeen seconds one second
"Season 5, Episode 2, Scene 8",Dwight,what are you doing oh so wait a minute you're going to time me every time i yawn that's absurd really oh hey look monkey knows how to use a stopwatch everybody he's ti--- there is no way that that was---
"Season 5, Episode 2, Scene 8",Michael,well well holly lujah it's a miracle you're at your desk hoo-ooh reaching you'll get there anyway i was giving it some thought and there's no reason that two attractive good looking intelligent funny attractive people can't you know just sit down and work this whole meredith thing out good would you care to bang it out over lunch oh no no no your food is no good here my lady sorry you know what let's go out dunder mifflin's treat um actually you're not a client so we'll just split it ethical
"Season 5, Episode 2, Scene 9",Michael,what do you think what do you think of this place istn't it yeah it's kind of business/romantic so you're from des moines wow that sounds so warm here too you know what my favorite season is yeah get the boring stuff out of the way autumn was what i was going to say when the leaves change it's just i i think it is the most contemplative of seasons wow terminator terminator yeah
"Season 5, Episode 2, Scene 10",Jim,hey andy by any chance did you see battlestar galactica last night actually not it was really so-so i mean i like all the crazy monsters and stuff you know like klingons and wookies and all that but sorry was there something you wanted to add dwight you know it's weird it's practically a shot for shot remake story's kinda bland it's about this guy named dumbledore calrissian who needs to return the ring back to mordor
"Season 5, Episode 2, Scene 10",Andy,yo no i did not was that any good is that anything like the original battlestar galactica really huh that's cool really that doesn't sound right
"Season 5, Episode 2, Scene 10",Dwight,ok
"Season 5, Episode 2, Scene 11",Michael,i just don't want my employees thinking that their jobs depend on performance i mean what sort of place is that to call home and meredith needs this job this is her main source of money ok new idea we don't report it at all we just punish her mmhmm tell her she can't have sex for six months i don't know i saw this thing like a belt with a key no it's more of a underwear garment that has little spikes like made of sometimes they are made of metal you know what i am talking about you unlock a little door that down where you where you put where you put the
"Season 5, Episode 2, Scene 12",Jim,he has not stopped working for a second at 12:45 he sneezed while keeping his eyes open which i always thought was impossible at 1:32 he peed and i know that because he did it in an open soda bottle under the desk while filling out expense reports and on the flip side i have been so busy watching him that i haven't even started work it's exhausting being this vigilant i'll probably have to go home early today
"Season 5, Episode 2, Scene 13",Michael,i am just saying that i don't think that you understand what i am saying yes well bleh busted i don't well you have to tolerate a lot when you are part of a family
"Season 5, Episode 2, Scene 14",Michael,i will be honest with you that car ride did not go well and that was not my fault the only reason i am standing out here right now is because i don't want to take the elevator with her and i am holding on to her leftovers
"Season 5, Episode 2, Scene 15",Jim,19 minutes and 48 seconds what were we doing for 19 minutes and 48 seconds so i guess i can assume that was personal so maybe you're not completely ethical after all
"Season 5, Episode 2, Scene 15",Dwight,none of your business fine yes maybe i'm not
"Season 5, Episode 2, Scene 17",Michael,what's the only thing worse than one hr rep you get me i don't know can you kendall my main man let the record show that it was during the immunity part of the seminar
"Season 5, Episode 2, Scene 18",Michael,how do you tell somebody that you care about deeply 'i told you so' gently with a rose in a funny way like it's a hilarious joke or do you just let it go because saying it would just make things worse probably the funny way
"Season 5, Episode 2, Scene 19",Andy,no way lady
"Season 5, Episode 2, Scene 19",Kevin,it's a trap
"Season 5, Episode 2, Scene 19",Michael,ok everybody listen up if you are not in that conference room in two minutes i am going to kill you get in there right now or i'm gonna lose it now is really not the time meredith
"Season 5, Episode 2, Scene 21",Kevin,i think we're out i think she got it as a tip but i don't know why she didn't just take cash
"Season 5, Episode 2, Scene 21",Andy,wait a second how does the steak factor in again
"Season 5, Episode 2, Scene 22",Oscar,that's a big ethical area
"Season 5, Episode 2, Scene 23",Oscar,listen i would love to have an honest conversation with management about ethics why isn't the company doing better mmm it could be the pad of post-its i took home last week or it could be the twelve million dollars in deferred compensation in stock options they paid the ceo for a year of substandard performance i'm sure we'll cover both in the seminar
"Season 5, Episode 2, Scene 26",Michael,let's keep this rollin' ryan
"Season 5, Episode 2, Scene 26",Jim,oh but you mean other than embezzling fraud
"Season 5, Episode 2, Scene 26",Kevin,wait what
"Season 5, Episode 2, Scene 27",Kevin,you knocked the mirror off of my car yeah wait when you say 'that guy' you mean you no you mean that you did a lot of messed up stuff to you too but are are you gonna pay for my mirror it was like two hundred dollars
"Season 5, Episode 2, Scene 28",Kevin,umm i think i saw some in the kitchen oh i didn't do that that was kevin 10 but he hurt a lot of people ryan and i can't accept responsibility for what he did
"Season 5, Episode 2, Scene 30",Michael,oh cr oh god meredith you know what i just need a minute okay what do you need i really want to keep you wait what nnnngah
"Season 5, Episode 3, Scene 1",Dwight,hey michael contractions are coming every ten minutes my cervix is ripening
"Season 5, Episode 3, Scene 1",Michael,yeah ok just remember to keep breathing ok good
"Season 5, Episode 3, Scene 2",Jim,jan is about to have a baby with a sperm donor and michael is preparing for the birth of a watermelon with dwight now this baby will be related to michael through delusion
"Season 5, Episode 3, Scene 3",Dwight,michael my water's breaking aaaaaaaa what do you do what do you do right highways or surface roads no gibson is covered in potholes your car breaks down adapt it's about adapting to the circumstances no ok no i'm crowning i'm crowning aaaaaaaa the pressure the pressure aaaaaaaa
"Season 5, Episode 3, Scene 3",Michael,oh ok ok i get a call from jan and i meet her at the hospital i take quincy ave to gibson i checked the route - there are no potholes come on get in here and have the baby andy would you like to have my baby all right ok sorry sorry here we go here we go do it do it scream scream it out scream it out scream it out aaaaaaaa
"Season 5, Episode 3, Scene 3",Andy,yes yeah aaaaaaaa aaaaaaaa aaaaaaaa
"Season 5, Episode 3, Scene 4",Dwight,babies are one of my many areas of expertise growing up i performed my own circumcision
"Season 5, Episode 3, Scene 5",Michael,just keep pushing i'm right here i'm right here i'm right here all right dwight just push and breathe shhh no you can't have it it's too late no you have to just push it out keep simulating ok keep simulating yes i do ok yes aaaaaaaa it's coming here we go oh god wow what was on that nice touch good let's try that again
"Season 5, Episode 3, Scene 5",Dwight,hold me cradle my head i'm screaming i'm screaming i'm screaming aaaaaaaa numb me up i want anesthesia no i don't want natural ok aaaaaaaa do you have the sharpie do you have the sharpie ok when the baby emerges mark it secretly in a kind of a mark that only you could recognize and no baby snatcher can ever copy ready aaaaaaaa butter newborns are slippery
"Season 5, Episode 3, Scene 6",Michael,it is going to be the happiest day of my life
"Season 5, Episode 3, Scene 7",Michael,hello ladies how's my shower going phyllis did you get the live storks damnit phyllis i'm sorry damnit phyllis it was hard enough to convince jan to come so are we set for refreshments she said it is the name of a viking princess so i know i know it is beautiful no thank you is this it i mean is this two bowls of m&ms and some balloons you know what phyllis i think you need to step it up i think you need to get the lead out because if i'm not mistaken we gave you your wedding shower here we all came into this room and gave you a golden shower well you know what where's my golden shower phyllis
"Season 5, Episode 3, Scene 7",Angela,per your instructions we have the personalized m&ms with the baby names this is your boy bowl with the name 'chevy' and this is the girl bowl with m&ms with the name 'astird' michael wrote down 'astird'
"Season 5, Episode 3, Scene 8",Michael,it does not matter to me at all whether this baby is biologically mine i am going to love it it's like when the dog nurses the tiger cub have you seen that video it is it's so bizarre and unnatural but it it happens
"Season 5, Episode 3, Scene 9",Kevin,but phyllis it's not his baby
"Season 5, Episode 3, Scene 9",Oscar,why do we have to pay money to get a gift for his ex-girlfriend's unborn sperm bank baby
"Season 5, Episode 3, Scene 10",Michael,hey hey what are you doing don't talk to them make the party don't - make the party please phyllis pump it
"Season 5, Episode 3, Scene 11",Pam,so you know stacy right there's no one from england jim katie studied in ireland - this is stacy the one who does the murakami-style collages so stacy and eric get to bogre's detech half an hour early so they don't have to sit on the slab anyway bogre's ta sarah kaya comes in no sarah kaya comes in don't interrupt i have like thirty seconds to finish this and get to digipres so sarah kaya says to eric 'no way you can't reserve seats' and stacy gets all up in her face and sarah kaya picks up stacy's new pm pad and throws it at the light box yes no it's horrible jim she might get arrested no stacy is a boy ugh frustrating why can't you just be in art class with me oh wait i gotta go class starting
"Season 5, Episode 3, Scene 11",Jim,right the one from england oh right that style ok wait who's sarah kayacombsen ok no way ha ha that's hilarious who stacy uh ok i'll tai'll talk to you later that was a good story
"Season 5, Episode 3, Scene 11",Dwight,who's sarah kayacombsen
"Season 5, Episode 3, Scene 12",Andy,yo i got the nard-puppy for ya what's going on here awww check it out - who would have thought that this little baby would be marrying that little baby well - why would that make me a pervert i - that's not you that's mean come on that's -
"Season 5, Episode 3, Scene 12",Angela,it's a baby game where you guess whose picture is whose that's phyllis yeah it is so i hope you two are very happy together pervert well it does that's me yes it is
"Season 5, Episode 3, Scene 13",Michael,ahoy matey ahoy so how you doin' um listen jan levinson is coming in today and she is in the terminal stages of her pregnancy - the child of which i have a vested interest it's all kind of weird anyway she is incredibly fat and enormous right now - extremely unattractive and you are on the other hand one of the more attractive people in the office so while she's here i am going to be acting kind of cold to you and i am doing this to pay respect to her bloated feelings and i'm treating ryan the same way
"Season 5, Episode 3, Scene 15",Jim,jan what do we have here really
"Season 5, Episode 3, Scene 15",Dwight,oh no
"Season 5, Episode 3, Scene 16",Dwight,jan had the baby and michael wasn't there to mark it so the baby could be anybody's except michael's
"Season 5, Episode 3, Scene 17",Michael,so this is astird oh ok why didn't you call me i could have helped oh man him that guy he had no sense of humor and i proved him wrong in so many ways no i don't can i hold her all right ok
"Season 5, Episode 3, Scene 18",Michael,i love babies i think they are beautiful in all sorts of different ways i try to pick up and hold a baby every day if possible because it nourishes me it feeds my soul babies are drawn to me and i think it's because they see me as one of them but cooler and with my life put together a little bit if a baby were president there would be no taxes there would be no war there would be no government and things could get terrible it actually probably - it would be a better screenplay idea than a serious suggestion
"Season 5, Episode 3, Scene 19",Michael,ladies and gentlemen it is my privilege and honor to present for the first time in her life and in the office: assst trid levinson hi astrid this is everybody look this is your family you're going to know them for the rest of your life well he may not be here say hello ok here we go lion king ok come on let's get our shower on conference room choppity chip chop i'm fine weirdo such an hr weirdo try not to suck all the air out of there when you walk in
"Season 5, Episode 3, Scene 20",Michael,ready to play some games let's do it uh duh no the baby doesn't ruin anything kevin ok the baby multiplies the fun let's just do what you were going to do all right how about some presents i want to see some presents i got this so i can write down for thank-you notes whatta we got oh she already has a stroller ok what else
"Season 5, Episode 3, Scene 20",Kevin,michael the baby's already been born so we had games planned but the baby ruins all of them ok who wants to guess when the baby will be born
"Season 5, Episode 3, Scene 20",Angela,um we all chipped in and got you this stroller
"Season 5, Episode 3, Scene 20",Oscar,she's got an orbit; that's a twelve hundred dollar stroller
"Season 5, Episode 3, Scene 20",Dwight,huh twelve hundred dollars for a stroller phhhbt
"Season 5, Episode 3, Scene 21",Dwight,twelve hundred dollars is what i spent on my whole bomb shelter for that kind of money this stroller should be indestructible
"Season 5, Episode 3, Scene 23",Pam,hey you not even i'm doing laundry for the first time in like a month i can't hear anything there's like there's like machines going- i can't hear anything ok
